"ISO","confirmation_lens","threshold","admin_level","prop_vaxed_in_highIR_median","prop_vaxed_in_highIR_lb","prop_vaxed_in_highIR_ub"
"TZA","no-estimate",0.001,"admin2",0.149401267014675,0.0567803622440871,0.685330525820518
"UGA","district-estimate",1e-04,"admin1",1,0.869874648594958,1
"UGA","district-estimate",1e-04,"admin2",1,0.888152936579314,1
"UGA","district-estimate",2e-04,"admin1",1,0.76588408392042,1
"UGA","district-estimate",2e-04,"admin2",1,0.96378636536058,1
"UGA","district-estimate",0.001,"admin2",1,0.993984301261859,1
"UGA","global-estimate",1e-04,"admin1",1,0.746549152102194,1
"UGA","global-estimate",1e-04,"admin2",0.94194077656242,0.412992587994347,1
"UGA","global-estimate",2e-04,"admin1",1,0.248341410716693,1
"UGA","global-estimate",2e-04,"admin2",1,0.288687159781112,1
"UGA","global-estimate",0.001,"admin2",1,1,1
"UGA","no-estimate",1e-04,"admin1",0.385285238470416,0.258891659682734,0.541945178390203
"UGA","no-estimate",1e-04,"admin2",0.422969904882402,0.204627720197228,0.609239280935698
"UGA","no-estimate",2e-04,"admin1",0.520471117698219,0.489053900547946,0.579111451195296
"UGA","no-estimate",2e-04,"admin2",0.35129890155073,0.340024204000022,0.362573599101438
"UGA","no-estimate",0.001,"admin1",0,0,0
"UGA","no-estimate",0.001,"admin2",0.0442708104309737,0.0326364239673749,0.0563625757088634
"ZMB","district-estimate",1e-04,"admin1",1,0.906561790416063,1
"ZMB","district-estimate",1e-04,"admin2",1,0.909336041139007,1
"ZMB","district-estimate",2e-04,"admin1",1,1,1
"ZMB","district-estimate",2e-04,"admin2",1,0.588087103216642,1
"ZMB","district-estimate",0.001,"admin2",1,1,1
"ZMB","global-estimate",1e-04,"admin1",1,0.923742247171259,1
"ZMB","global-estimate",1e-04,"admin2",0.976327328958167,0.474080183060353,1
"ZMB","global-estimate",2e-04,"admin1",1,1,1
"ZMB","global-estimate",2e-04,"admin2",1,0.353491322352735,1
"ZMB","global-estimate",0.001,"admin2",1,1,1
"ZMB","no-estimate",1e-04,"admin1",0.597728729013976,0.44273005241353,0.954577248783514
"ZMB","no-estimate",1e-04,"admin2",0.39699133285937,0.157651133214916,0.859001967110087
"ZMB","no-estimate",2e-04,"admin1",0.618305100074642,0.540876240352422,0.677039037333357
"ZMB","no-estimate",2e-04,"admin2",0.38494467143667,0.0850025907620394,0.580901218386926
"ZMB","no-estimate",0.001,"admin2",0.677075024576967,0.677075024576967,0.677075024576967
"ZWE","district-estimate",1e-04,"admin2",1,0.778420161586585,1
"ZWE","district-estimate",2e-04,"admin2",1,1,1
"ZWE","global-estimate",1e-04,"admin2",1,0.748422220220094,1
"ZWE","global-estimate",2e-04,"admin2",1,1,1
"ZWE","no-estimate",1e-04,"admin1",0,0,0
"ZWE","no-estimate",1e-04,"admin2",0.38899745086896,0.225230222280385,0.808741966112401
"ZWE","no-estimate",2e-04,"admin2",0.671782112282133,0.442557957450576,1
